Country,Region,Happiness Rank 2015,Happiness Score 2015,Standard Error,Economy (GDP per Capita) 2015,Family 2015,Health (Life Expectancy) 2015,Freedom 2015,Trust (Government Corruption) 2015,Generosity 2015,Dystopia Residual 2015,Year 2015,Happiness Rank 2016,Happiness Score 2016,Lower Confidence Interval,Upper Confidence Interval,Economy (GDP per Capita) 2016,Family 2016,Health (Life Expectancy) 2016,Freedom 2016,Trust (Government Corruption) 2016,Generosity 2016,Dystopia Residual 2016,Year 2016,Happiness.Rank,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Family,Health..Life.Expectancy.,Freedom,Generosity,Trust..Government.Corruption.,Dystopia.Residual,Year
Greece,Western Europe,102.0,4.857,0.05062,1.15406,0.92933,0.88213,0.07699,0.0139699999999999,0.0,1.8010099999999998,2015.0,99.0,5.033,4.935,5.131,1.24886,0.75473,0.80029,0.05822,0.04127,0.0,2.12944,2016.0,87.0,5.227000236511231,5.3252461694181,5.12875430360436,1.28948748111725,1.23941457271576,0.8101989030838009,0.095731250941753,0.0,0.04328977689147,1.74922156333923,2017.0
Lebanon,Middle East and Northern Africa,103.0,4.839,0.04337,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,2015.0,93.0,5.129,5.031000000000001,5.227,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2.0733900000000003,2016.0,88.0,5.22499990463257,5.31888228848577,5.13111752077937,1.07498753070831,1.12962424755096,0.7350810766220089,0.2885159850120539,0.264450758695602,0.037513829767704,1.69507384300232,2017.0
Hungary,Central and Eastern Europe,104.0,4.8,0.06107,1.12094,1.20215,0.75905,0.3211199999999999,0.02758,0.128,1.24074,2015.0,91.0,5.145,5.056,5.234,1.24142,0.93164,0.67608,0.1977,0.0447199999999999,0.099,1.95473,2016.0,75.0,5.32399988174438,5.4030397091805895,5.24496005430818,1.2860119342803995,1.34313309192657,0.6877634525299069,0.1758635193109509,0.078401662409306,0.036636937409639,1.7164592742919902,2017.0
Honduras,Latin America and Caribbean,105.0,4.788,0.0564799999999999,0.59532,0.95348,0.6951,0.40148,0.06825,0.2302699999999999,1.84408,2015.0,104.0,4.871,4.75,4.992,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.06906,0.2044,2.29551,2016.0,91.0,5.1810002326965305,5.30158279687166,5.0604176685214,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.236188873648643,0.073345452547073,2.0658111572265603,2017.0
Tajikistan,Central and Eastern Europe,106.0,4.7860000000000005,0.03198,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,2.1139900000000003,2015.0,100.0,4.996,4.923,5.069,0.48835,0.75602,0.5311899999999999,0.43408,0.13509,0.25998,2.39106,2016.0,96.0,5.04099988937378,5.11142559587956,4.970574182868,0.524713635444641,1.27146327495575,0.5292351245880129,0.4715667068958279,0.248997643589973,0.146377146244049,1.8490493297576895,2017.0
Tunisia,Middle East and Northern Africa,107.0,4.739,0.03589,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,2015.0,98.0,5.045,4.965,5.125,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,2.68413,2016.0,102.0,4.80499982833862,4.88436700701714,4.725632649660111,1.00726580619812,0.8683514595031742,0.613212049007416,0.289680689573288,0.049693357199431,0.086723148822784,1.8902511596679696,2017.0
Palestinian Territories,Middle East and Northern Africa,108.0,4.715,0.04394,0.59867,0.92558,0.66015,0.24499,0.12905,0.1125099999999999,2.0438400000000003,2015.0,108.0,4.754,4.649,4.859,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,2.40364,2016.0,103.0,4.77500009536743,4.88184834256768,4.66815184816718,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.114173173904419,0.0892826020717619,1.8788902759552,2017.0
Bangladesh,Southern Asia,109.0,4.694,0.03077,0.39753,0.43106,0.60164,0.4082,0.12569,0.21222,2.51767,2015.0,110.0,4.643,4.56,4.726,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2.60904,2016.0,110.0,4.60799980163574,4.68982165828347,4.52617794498801,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.172255352139473,0.123717859387398,1.9787361621856696,2017.0
Iran,Middle East and Northern Africa,110.0,4.686,0.0444899999999999,1.0088,0.54447,0.69805,0.30033,0.0586299999999999,0.38086,1.6944,2015.0,105.0,4.813,4.703,4.923,1.11758,0.3885699999999999,0.64232,0.22544,0.0557,0.38538,1.99817,2016.0,108.0,4.69199991226196,4.79822470769286,4.585775116831059,1.15687310695648,0.7115512490272521,0.639333188533783,0.2493226081132889,0.387242913246155,0.048761073499918,1.49873495101929,2017.0
Ukraine,Central and Eastern Europe,111.0,4.681,0.04412,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,2015.0,123.0,4.324,4.236000000000001,4.412,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,2016.0,132.0,4.09600019454956,4.18541010454297,4.006590284556149,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,0.270061463117599,0.023029470816255,0.8143823146820072,2017.0
Iraq,Middle East and Northern Africa,112.0,4.677,0.05232,0.98549,0.81889,0.60237,0.0,0.13788,0.17922,1.95335,2015.0,112.0,4.575,4.446000000000001,4.704,1.07474,0.59205,0.51076,0.24856,0.1363599999999999,0.19589,1.81657,2016.0,117.0,4.49700021743774,4.62259140968323,4.37140902519226,1.1027104854583702,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.1072157546877859,1.31890726089478,2017.0
South Africa,Sub-Saharan Africa,113.0,4.642,0.04585,0.92049,1.18468,0.27688,0.33207,0.08884,0.1197299999999999,1.7195599999999998,2015.0,116.0,4.459,4.371,4.547,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.64227,2016.0,101.0,4.8289999961853,4.92943518772721,4.72856480464339,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.1393623799085619,0.072509497404099,1.51090860366821,2017.0
Ghana,Sub-Saharan Africa,114.0,4.633,0.04742,0.5455800000000001,0.6795399999999999,0.4013199999999999,0.4234199999999999,0.04355,0.23087,2.30919,2015.0,124.0,4.276,4.185,4.367,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2.2002,2016.0,131.0,4.11999988555908,4.22270720854402,4.01729256257415,0.667224824428558,0.873664736747742,0.295637726783752,0.423026293516159,0.256923943758011,0.025336369872093,1.57786750793457,2017.0
Zimbabwe,Sub-Saharan Africa,115.0,4.61,0.0429,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,2.44191,2015.0,131.0,4.1930000000000005,4.101,4.285,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2.4427,2016.0,138.0,3.875,3.97869964271784,3.77130035728216,0.375846534967422,1.08309590816498,0.196763753890991,0.336384207010269,0.189143493771553,0.0953753814101219,1.59797024726868,2017.0
Liberia,Sub-Saharan Africa,116.0,4.571000000000001,0.11068,0.0712,0.78968,0.34201,0.28531,0.06232,0.2436199999999999,2.7772900000000003,2015.0,150.0,3.622,3.463,3.781,0.1070599999999999,0.50353,0.23165,0.25748,0.04852,0.24063,2.23284,2016.0,148.0,3.532999992370609,3.6537562608718894,3.41224372386932,0.1190417930483819,0.8721179366111759,0.229918196797371,0.3328811824321749,0.26654988527298,0.038948249071837,1.6732859611511202,2017.0
India,Southern Asia,117.0,4.565,0.02043,0.64499,0.38174,0.5152899999999999,0.39786,0.08492,0.26475,2.27513,2015.0,118.0,4.404,4.351,4.457,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2.18032,2016.0,122.0,4.31500005722046,4.37152201749384,4.25847809694707,0.7922212481498722,0.754372596740723,0.455427616834641,0.469987004995346,0.231538489460945,0.092226885259152,1.5191171169281,2017.0
Sudan,Sub-Saharan Africa,118.0,4.55,0.0674,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,2015.0,133.0,4.138999999999999,3.928,4.35,0.63069,0.8192799999999999,0.29759,0.0,0.10039,0.18077,2.10995,2016.0,130.0,4.138999938964839,4.34574716508389,3.9322527128458,0.6595166921615601,1.21400856971741,0.290920823812485,0.0149958552792669,0.182317450642586,0.089847519993782,1.6870658397674598,2017.0
Haiti,Latin America and Caribbean,119.0,4.518,0.07331,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24173,2015.0,136.0,4.0280000000000005,3.893,4.163,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2.37116,2016.0,145.0,3.6029999256134,3.73471479773521,3.4712850534915902,0.368610262870789,0.640449821949005,0.277321130037308,0.03036985732615,0.4892037808895109,0.099872149527073,1.69716763496399,2017.0
Nepal,Southern Asia,121.0,4.513999999999999,0.03607,0.3599699999999999,0.86449,0.5687399999999999,0.38282,0.05907,0.3229599999999999,1.95637,2015.0,107.0,4.793,4.698,4.888,0.44626,0.69699,0.50073,0.37012,0.0700799999999999,0.3816,2.32694,2016.0,99.0,4.961999893188481,5.06735607936978,4.856643707007169,0.479820191860199,1.17928326129913,0.504130780696869,0.440305948257446,0.394096165895462,0.072975546121597,1.8912410736084,2017.0
Ethiopia,Sub-Saharan Africa,122.0,4.512,0.0378,0.1907299999999999,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,2015.0,115.0,4.508,4.425,4.591,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2.65614,2016.0,119.0,4.46000003814697,4.54272867664695,4.377271399646999,0.339233845472336,0.8646692037582401,0.3534097075462339,0.408842742443085,0.3126507401466369,0.1654557138681409,2.01574373245239,2017.0
Sierra Leone,Sub-Saharan Africa,123.0,4.507,0.0706799999999999,0.33024,0.95571,0.0,0.4084,0.08786,0.21488,2.51009,2015.0,111.0,4.635,4.505,4.765,0.36485,0.628,0.0,0.30685,0.08196,0.23897,3.01402,2016.0,106.0,4.70900011062622,4.85064333498478,4.56735688626766,0.36842092871666,0.984136044979095,0.005564753897488,0.318697690963745,0.293040901422501,0.0710951760411259,2.66845989227295,2017.0
Mauritania,Sub-Saharan Africa,124.0,4.436,0.03947,0.45407,0.86908,0.35874,0.2423199999999999,0.17461,0.2189999999999999,2.11773,2015.0,130.0,4.2010000000000005,4.127,4.275,0.6139100000000001,0.8414200000000001,0.28639,0.1268,0.17955,0.2268599999999999,1.9263,2016.0,123.0,4.29199981689453,4.37716361626983,4.20683601751924,0.6484572887420649,1.2720308303833,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,1.65163731575012,2017.0
Kenya,Sub-Saharan Africa,125.0,4.419,0.04734,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,2015.0,122.0,4.356,4.259,4.453,0.52267,0.7624,0.3014699999999999,0.40576,0.06686,0.41328,1.88326,2016.0,112.0,4.55299997329712,4.65569159060717,4.450308355987071,0.560479462146759,1.06795072555542,0.309988349676132,0.4527637660503389,0.444860309362411,0.0646413192152979,1.6519021987915,2017.0
Djibouti,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Central and Eastern Europe,127.0,4.35,0.04763,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,1.75873,2015.0,121.0,4.36,4.266,4.454,0.8608600000000001,0.6247699999999999,0.64083,0.14037,0.03616,0.07793,1.97864,2016.0,121.0,4.37599992752075,4.46673461228609,4.28526524275541,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.083488091826439,0.0266744215041399,1.5214991569519,2017.0
Botswana,Sub-Saharan Africa,128.0,4.332,0.0493399999999999,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,1.46181,2015.0,137.0,3.974,3.875,4.073,1.09426,0.89186,0.34752,0.4408899999999999,0.10769,0.12425,0.96741,2016.0,142.0,3.7660000324249294,3.87412266626954,3.65787739858031,1.12209415435791,1.22155499458313,0.341755509376526,0.505196332931519,0.099348448216915,0.0985831990838049,0.3779137134552,2017.0
Myanmar,Southeastern Asia,129.0,4.307,0.04351,0.27108,0.70905,0.48246,0.44017,0.19034,0.79588,1.41805,2015.0,119.0,4.395,4.327,4.463,0.34112,0.69981,0.3988,0.4269199999999999,0.20243,0.81971,1.50655,2016.0,114.0,4.54500007629395,4.61473994642496,4.47526020616293,0.3671105504035949,1.12323594093323,0.397522568702698,0.514492034912109,0.8380751609802249,0.188816204667091,1.11529040336609,2017.0
Georgia,Central and Eastern Europe,130.0,4.297,0.04221,0.7419,0.3856199999999999,0.72926,0.4057699999999999,0.38331,0.05547,1.59541,2015.0,126.0,4.252,4.164,4.34,0.8379200000000001,0.19249,0.64035,0.32461,0.3188,0.06786,1.87031,2016.0,125.0,4.28599977493286,4.37493396580219,4.19706558406353,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.0540088154375549,0.251666635274887,1.50013780593872,2017.0
Malawi,Sub-Saharan Africa,131.0,4.292,0.0613,0.01604,0.41134,0.22562,0.43054,0.06977,0.33128,2.80791,2015.0,132.0,4.156000000000001,4.041,4.271,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,2016.0,136.0,3.97000002861023,4.07747881740332,3.86252123981714,0.233442038297653,0.5125688314437871,0.315089583396912,0.466914653778076,0.287170469760895,0.072711654007435,2.08178615570068,2017.0
Sri Lanka,Southern Asia,132.0,4.271,0.03751,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828,0.67108,2015.0,117.0,4.415,4.322,4.508,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,0.91681,2016.0,120.0,4.44000005722046,4.55344719231129,4.32655292212963,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.4908635616302489,0.073653966188431,0.419389247894287,2017.0
Cameroon,Sub-Saharan Africa,133.0,4.252,0.04678,0.4225,0.8876700000000001,0.2340199999999999,0.49309,0.05786,0.20618,1.95071,2015.0,114.0,4.513,4.417,4.609,0.5249699999999999,0.62542,0.1269799999999999,0.42736,0.06126,0.2268,2.5198,2016.0,107.0,4.69500017166138,4.79654085725546,4.5934594860673,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.236298456788063,0.051306631416082,2.3336455821991,2017.0
Bulgaria,Central and Eastern Europe,134.0,4.218,0.04828,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,2015.0,129.0,4.217,4.104,4.33,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,2016.0,105.0,4.71400022506714,4.8036947064101705,4.62430574372411,1.1614590883255,1.43437945842743,0.708217680454254,0.2892317175865169,0.113177694380283,0.011051530949771,0.996139287948608,2017.0
Egypt,Middle East and Northern Africa,135.0,4.194,0.0326,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,2015.0,120.0,4.362,4.259,4.465,0.95395,0.49813,0.5211600000000001,0.18847,0.10393,0.1270599999999999,1.96895,2016.0,104.0,4.7350001335144,4.82513378962874,4.644866477400059,0.989701807498932,0.997471392154694,0.520187258720398,0.2821101546287539,0.128631442785263,0.114381365478039,1.70216107368469,2017.0
Yemen,Middle East and Northern Africa,136.0,4.077,0.04367,0.5464899999999999,0.68093,0.40064,0.3557099999999999,0.07854,0.09131,1.92313,2015.0,147.0,3.724,3.621,3.827,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,1.97295,2016.0,146.0,3.59299993515015,3.69275031983852,3.4932495504617704,0.5916834473609921,0.93538224697113,0.310080915689468,0.249463722109795,0.104125209152699,0.056767422705889,1.34560060501099,2017.0
Angola,Sub-Saharan Africa,137.0,4.033,0.04758,0.75778,0.8604,0.16683,0.10384,0.07122,0.12344,1.94939,2015.0,141.0,3.866,3.753,3.979,0.84731,0.66366,0.04991,0.00589,0.08434,0.1207099999999999,2.09459,2016.0,140.0,3.79500007629395,3.95164193540812,3.63835821717978,0.8584281802177429,1.10441195964813,0.049868665635586,0.0,0.0979264900088309,0.069720335304737,1.61448240280151,2017.0
Mali,Sub-Saharan Africa,138.0,3.995,0.05602,0.26074,1.03526,0.20583,0.3885699999999999,0.12352,0.18798,1.79293,2015.0,135.0,4.073,3.988,4.158,0.31292,0.8633299999999999,0.16347,0.27544,0.13647,0.21064,2.11087,2016.0,127.0,4.19000005722046,4.26967071101069,4.110329403430221,0.476180493831635,1.2814733982086202,0.169365674257278,0.306613743305206,0.183354198932648,0.1049702465534209,1.66819095611572,2017.0
Comoros,Sub-Saharan Africa,140.0,3.956,0.04797,0.23906,0.79273,0.36315,0.2291699999999999,0.1989999999999999,0.1744099999999999,1.95812,2015.0,138.0,3.956,3.86,4.052,0.27509,0.60323,0.2998099999999999,0.15412,0.18437,0.1827,2.25632,2016.0,,,,,,,,,,,,2017.0
Uganda,Sub-Saharan Africa,141.0,3.931,0.04317,0.2110199999999999,1.13299,0.3386099999999999,0.4572699999999999,0.07267,0.29066,1.42766,2015.0,145.0,3.739,3.629,3.849,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.51416,2016.0,133.0,4.08099985122681,4.19579996705055,3.96619973540306,0.381430715322495,1.12982773780823,0.217632606625557,0.443185955286026,0.325766056776047,0.057069718837738,1.526362657547,2017.0
Senegal,Sub-Saharan Africa,142.0,3.904,0.03608,0.36498,0.97619,0.4354,0.36772,0.1071299999999999,0.20843,1.44395,2015.0,128.0,4.218999999999999,4.151,4.287,0.44314,0.7741600000000001,0.40457,0.31056,0.11681,0.19103,1.97861,2016.0,115.0,4.53499984741211,4.6016037812829005,4.468395913541321,0.479309022426605,1.17969191074371,0.409362852573395,0.3779222667217249,0.183468893170357,0.1154604479670519,1.78964614868164,2017.0
Gabon,Sub-Saharan Africa,143.0,3.896,0.04547,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822,0.99895,2015.0,134.0,4.121,4.03,4.212,1.15851,0.72368,0.3494,0.28098,0.09314,0.0624399999999999,1.4533200000000002,2016.0,118.0,4.46500015258789,4.5573617656529,4.37263853952289,1.1982102394104,1.1556202173233,0.3565785884857179,0.312328577041626,0.0437853783369059,0.076046787202358,1.3229162693023702,2017.0
Niger,Sub-Saharan Africa,144.0,3.845,0.0360199999999999,0.0694,0.77265,0.29707,0.4769199999999999,0.15639,0.19387,1.87877,2015.0,142.0,3.856,3.781,3.931,0.1327,0.6053,0.2616199999999999,0.3804099999999999,0.17176,0.2097,2.09469,2016.0,135.0,4.02799987792969,4.11194681972265,3.94405293613672,0.1619253307580949,0.993025004863739,0.26850500702858,0.36365869641304,0.228673845529556,0.138572946190834,1.87398338317871,2017.0
Cambodia,Southeastern Asia,145.0,3.819,0.05069,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,2015.0,140.0,3.907,3.798,4.016,0.55604,0.5375,0.42494,0.5885199999999999,0.08092,0.40339,1.3157299999999998,2016.0,129.0,4.1680002212524405,4.27851781353354,4.05748262897134,0.6017650961875921,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.068105950951576,1.04294109344482,2017.0
Tanzania,Sub-Saharan Africa,146.0,3.781,0.05061,0.2852,1.00268,0.38215,0.32878,0.05747,0.3437699999999999,1.38079,2015.0,149.0,3.666,3.5610000000000004,3.771,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,1.37769,2016.0,153.0,3.34899997711182,3.4614297553896898,3.23657019883394,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.354256361722946,0.0660351067781449,0.621130466461182,2017.0
Madagascar,Sub-Saharan Africa,147.0,3.681,0.03633,0.20824,0.66801,0.46721,0.19184,0.0812399999999999,0.21333,1.851,2015.0,148.0,3.695,3.621,3.769,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2.15075,2016.0,144.0,3.64400005340576,3.7143191058933698,3.57368100091815,0.305808693170547,0.9130203723907472,0.375223308801651,0.189196765422821,0.208732530474663,0.067231975495815,1.58461260795593,2017.0
Central African Republic,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,Sub-Saharan Africa,149.0,3.667,0.0383,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296,2015.0,144.0,3.763,3.672,3.854,0.4221399999999999,0.63178,0.0382399999999999,0.12807,0.04952,0.18667,2.3063700000000003,2016.0,137.0,3.9360001087188703,4.0347115239501,3.83728869348764,0.4380129873752589,0.953855872154236,0.041134715080261,0.16234202682972,0.216113850474358,0.05358188226819,2.07123804092407,2017.0
Guinea,Sub-Saharan Africa,150.0,3.656,0.0359,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172,2015.0,151.0,3.607,3.533,3.681,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15604,2016.0,149.0,3.50699996948242,3.58442812889814,3.4295718100667,0.244549930095673,0.7912446856498722,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,1.55231189727783,2017.0
Ivory Coast,Sub-Saharan Africa,151.0,3.655,0.05141,0.46534,0.77115,0.15185,0.46866,0.17922,0.20165,1.41723,2015.0,139.0,3.916,3.826,4.006,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.97478,2016.0,128.0,4.17999982833862,4.27518256321549,4.084817093461751,0.6030489206314089,0.904780030250549,0.048642169684172,0.4477061927318571,0.201237469911575,0.130061775445938,1.84496426582336,2017.0
Burkina Faso,Sub-Saharan Africa,152.0,3.587,0.04324,0.2581199999999999,0.85188,0.27125,0.39493,0.12832,0.2174699999999999,1.46494,2015.0,145.0,3.739,3.647,3.831,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,2016.0,134.0,4.03200006484985,4.12405906438828,3.93994106531143,0.3502277135849,1.04328000545502,0.2158442586660389,0.324367851018906,0.250864684581757,0.120328105986118,1.72721290588379,2017.0
Afghanistan,Southern Asia,153.0,3.575,0.03084,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.9521,2015.0,154.0,3.36,3.2880000000000003,3.432,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,2.14558,2016.0,141.0,3.79399991035461,3.873661415278911,3.71433840543032,0.401477217674255,0.581543326377869,0.1807467788457869,0.106179520487785,0.311870932579041,0.061157830059528,2.15080118179321,2017.0
Rwanda,Sub-Saharan Africa,154.0,3.465,0.03464,0.22208,0.7737,0.4286399999999999,0.59201,0.55191,0.22628,0.67042,2015.0,152.0,3.515,3.444,3.5860000000000003,0.32846,0.6158600000000001,0.31865,0.5432,0.50521,0.2355199999999999,0.96819,2016.0,151.0,3.47099995613098,3.54303023353219,3.3989696787297703,0.368745893239975,0.945707023143768,0.326424807310104,0.5818438529968261,0.2527560293674469,0.455220013856888,0.540061235427856,2017.0
Benin,Sub-Saharan Africa,155.0,3.34,0.03656,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.6332799999999998,2015.0,153.0,3.484,3.404,3.564,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,2.10812,2016.0,143.0,3.65700006484985,3.74578355133533,3.56821657836437,0.431085407733917,0.4352998435497279,0.209930211305618,0.4259627759456629,0.207948461174965,0.0609290152788159,1.88563096523285,2017.0
Syria,Middle East and Northern Africa,156.0,3.006,0.05015,0.6632,0.47489,0.7219300000000001,0.15684,0.1890599999999999,0.47179,0.32858,2015.0,156.0,3.069,2.9360000000000004,3.202,0.7471899999999999,0.14866,0.6299399999999999,0.06912,0.1723299999999999,0.4839699999999999,0.81789,2016.0,152.0,3.46199989318848,3.66366855680943,3.2603312295675297,0.777153134346008,0.396102607250214,0.5005333423614501,0.0815394446253779,0.493663728237152,0.151347130537033,1.06157350540161,2017.0
Burundi,Sub-Saharan Africa,157.0,2.905,0.0865799999999999,0.0153,0.4158699999999999,0.22396,0.1185,0.10062,0.19727,1.83302,2015.0,157.0,2.905,2.732,3.0780000000000003,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.1040400000000004,2016.0,154.0,2.90499997138977,3.07469033300877,2.73530960977077,0.091622568666935,0.629793584346771,0.151610791683197,0.059900753200054,0.2044351845979689,0.0841479450464249,1.68302416801453,2017.0
Togo,Sub-Saharan Africa,158.0,2.839,0.06727,0.20868,0.13995,0.28443,0.36453,0.1073099999999999,0.1668099999999999,1.56726,2015.0,155.0,3.303,3.192,3.414,0.28123,0.0,0.24811,0.34678,0.11587,0.17517,2.1354,2016.0,150.0,3.4949998855590803,3.59403811171651,3.39596165940166,0.3054447174072269,0.4318825304508211,0.247105568647385,0.38042613863945,0.1968961507081989,0.095665015280247,1.8372292518615705,2017.0
Puerto Rico,Latin America and Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,Latin America and Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somaliland Region,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo (Kinshasa),Central Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo (Brazzaville),Central Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo (Kinshasa),Sub-Saharan Africa,120.0,4.517,0.0368,0.0,1.0012,0.09806,0.22605,0.07625,0.24834,2.86712,2015.0,125.0,4.272,4.191,4.353,0.05661,0.80676,0.188,0.15602,0.06075,0.25458,2.7492400000000004,2016.0,126.0,4.280000209808351,4.357810832709069,4.20218958690763,0.092102348804474,1.22902345657349,0.191407024860382,0.235961347818375,0.246455833315849,0.060241356492043,2.22495865821838,2017.0
Congo (Brazzaville),Sub-Saharan Africa,139.0,3.989,0.06682,0.67866,0.6629,0.31051,0.41466,0.1168599999999999,0.1238799999999999,1.68135,2015.0,127.0,4.236000000000001,4.107,4.365,0.7710899999999999,0.4779899999999999,0.28212,0.37938,0.0975299999999999,0.12077,2.10681,2016.0,124.0,4.29099988937378,4.41005350500345,4.17194627374411,0.8089642524719242,0.8320443630218509,0.28995743393898,0.4350258708000179,0.1208521276712419,0.079618133604527,1.72413563728333,2017.0
